orig_x,orig_y,orig_z,goal_x,goal_y,goal_z,direct_distance,reachable,nav_tray,nav_nodes,nav_time,sparse_tray,sparse_nodes,sparse_time
9.475002904500485,0.3250027681548602,0,7.725002878423453,2.025002793486834,0,2.4397746161066447,True,nan,nan,nan,nan,nan,nan
1.775002789761544,4.025002823289157,0,2.4250027994472987,-0.674997246746301,0,4.744733993694988,True,nan,nan,nan,nan,nan,nan
9.275002901520253,1.3750027838010794,0,-1.1749972541968816,18.225003034885646,0,19.827380354349337,True,nan,nan,nan,nan,nan,nan
0.2750027674098021,2.725002803917647,0,-2.174997269098043,4.925002836700202,0,3.292795214271863,True,nan,nan,nan,nan,nan,nan
3.525002815838576,3.625002817328692,0,-2.9249972802739137,-7.074997342113733,0,12.49369859776996,True,nan,nan,nan,nan,nan,nan
4.425002829249621,4.025002823289157,0,2.3750027987022406,4.375002828504563,0,2.079663465297942,True,nan,nan,nan,nan,nan,nan
3.525002815838576,-0.7249972474913591,0,9.425002903755427,1.2250027815659053,0,6.2138958110626685,True,nan,nan,nan,nan,nan,nan
1.025002778585673,-0.7249972474913591,0,2.0750027942318923,4.225002826269389,0,5.0601384134318375,True,nan,nan,nan,nan,nan,nan
0.6750027733702666,-0.5749972452561849,0,-1.8249972638826364,11.475002934302807,0,12.306604101604806,True,nan,nan,nan,nan,nan,nan
8.725002893324614,3.575002816583634,0,4.675002832974911,1.925002791996718,0,4.373213986299941,True,nan,nan,nan,nan,nan,nan
